hike_name,hike_url,difficulty,overall_rating,area,traffic_level,distance,elevation,loop,out_and_back,point_to_point,latitude,longitude,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,backpacking,bird_watching,hike_id
Brazos River Trail,https://www.alltrails.com/trail/us/texas/brazos-river-trail?ref=result-card,2,4.5,Braeburn Glen Park,2,2.3,19.0,1,0,0,29.57149,-95.67864,1,1,0,0,1,0,1,1,0,0,Texashike334
Monument Hill and Kreische Brewery Historic Loop,https://www.alltrails.com/trail/us/texas/monument-hill-and-kreische-brewery-historic-loop?ref=result-card,1,5.0,Monument Hill State Park,1,1.1,160.0,1,0,0,29.88801,-96.87614,1,1,0,0,0,0,0,0,0,0,Texashike335
Spring Creek Greenway Trail,https://www.alltrails.com/trail/us/texas/spring-creek-greenway-trail--2?ref=result-card,1,4.5,"Spring, Texas",3,5.6,85.0,0,1,0,30.08187,-95.37862,0,0,0,0,1,0,0,0,0,0,Texashike336
Colleyville Nature Center Trail,https://www.alltrails.com/trail/us/texas/colleyville-nature-center-trail?ref=result-card,1,4.0,Colleyville Nature Center,2,2.1,9.0,1,0,0,32.87654,-97.16637,1,1,0,0,0,0,1,1,0,1,Texashike337
Government Canyon Wildcat Canyon Trail,https://www.alltrails.com/trail/us/texas/government-canyon-wildcat-canyon-trail?ref=result-card,2,4.5,Government Canyon State Natural Area,2,5.4,301.0,0,1,0,29.54838,-98.7648,0,1,0,0,0,0,1,1,0,1,Texashike338
Lone Star Hiking Trail,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail--5?ref=result-card,2,4.0,"Coldspring, Texas",2,9.7,285.0,0,1,0,30.5058,-95.08867,1,0,0,0,1,0,1,1,0,0,Texashike339
Lindsey Park Trail,https://www.alltrails.com/trail/us/texas/lindsey-park-trail?ref=result-card,2,4.0,Lindsey Park,2,8.5,649.0,1,0,0,32.30857,-95.37859,1,0,0,0,0,0,1,1,0,1,Texashike340
South Wilderness Trail,https://www.alltrails.com/trail/us/texas/south-wilderness-trail?ref=result-card,1,4.0,Sam Houston National Forest,1,7.3,328.0,0,1,0,30.48183,-95.69689,0,0,0,0,0,0,0,0,0,0,Texashike341
Buffalo Ridge Park Trail,https://www.alltrails.com/trail/us/texas/buffalo-ridge-park-trail?ref=result-card,1,4.0,Buffalo Ridge Park,2,1.9,39.0,1,0,0,32.85227,-97.28976,1,1,0,0,0,0,0,1,0,1,Texashike342
Lost Trail,https://www.alltrails.com/trail/us/texas/lost-trail?ref=result-card,2,4.0,Bull Creek District Park,2,1.3,43,1,0,0,30.38306,-97.76791,0,0,0,0,0,0,1,1,0,1,Texashike343
Secret Beach and Roy Guerrero Trail,https://www.alltrails.com/trail/us/texas/roy-guerrero-colorado-river-park-trail?ref=result-card,1,4.0,Roy Guerrero Colorado River Park,1,3.5,49.0,0,1,0,30.24424,-97.70066,1,1,0,0,1,0,1,1,0,1,Texashike344
Kleb Woods Nature Preserve Trails,https://www.alltrails.com/trail/us/texas/kleb-woods-nature-preserve-trails?ref=result-card,1,4.0,Kleb Woods Nature Preserve,1,1.8,16.0,1,0,0,30.07203,-95.7398,0,1,0,0,0,0,1,1,0,0,Texashike345
Lone Star Hiking Trail,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail--4?ref=result-card,2,4.5,"Richards, Texas",1,92.4,3576.0,0,0,1,30.53878,-95.78494,0,0,1,0,0,0,0,1,1,0,Texashike346
Mckinney Community Center Nature Trail,https://www.alltrails.com/trail/us/texas/mckinney-community-center-nature-trail?ref=result-card,1,4.5,"McKinney, Texas",2,1.0,26.0,1,0,0,33.18197,-96.63896,0,1,0,0,1,0,1,1,0,1,Texashike347
Pileggi Trail,https://www.alltrails.com/trail/us/texas/pileggi-trail?ref=result-card,1,4.5,"Austin, Texas",2,1.1,104.0,0,1,0,30.23392,-97.81875,0,0,0,0,0,0,0,0,0,0,Texashike348
Katy Trail: Hi Line to Oak Lawn,https://www.alltrails.com/trail/us/texas/katy-trail-hi-line-to-oak-lawn?ref=result-card,1,4.5,Robert E Lee Park,2,2.0,62.0,0,1,0,32.81158,-96.79938,1,1,0,0,0,0,0,0,0,1,Texashike349
Vista Knoll Loop,https://www.alltrails.com/trail/us/texas/vista-knoll-loop?ref=result-card,2,4.0,Balcones Canyonlands National Wildlife Refuge,2,0.9,226.0,1,0,0,30.50594,-97.98688,0,1,0,0,0,0,1,1,0,0,Texashike350
Horse Shoe Lake Loop,https://www.alltrails.com/trail/us/texas/horse-shoe-lake-loop?ref=result-card,1,4.5,Brazos Bend State Park,0,4.6,45.0,1,0,0,29.37949,-95.60794,1,1,0,0,0,0,0,0,0,0,Texashike351
Calloway Branch Trail,https://www.alltrails.com/trail/us/texas/calloway-branch-trail?ref=result-card,1,4.5,Cross Timbers Park,2,1.9,75.0,1,0,0,32.88324,-97.2223,1,1,0,0,0,0,1,1,0,1,Texashike352
LBJ Grasslands Blue Trail,https://www.alltrails.com/trail/us/texas/lbj-blue-trail?ref=result-card,2,4.0,Lyndon B. Johnson National Grassland,2,14.6,777.0,1,0,0,33.37441,-97.58417,1,0,1,0,0,1,0,0,1,1,Texashike353
Northeast Texas Trail,https://www.alltrails.com/trail/us/texas/northeast-texas-trail--2?ref=result-card,2,4.0,"Farmersville, Texas",2,129.0,2860.0,0,0,1,33.16217,-96.35913,1,1,0,0,0,0,0,0,0,0,Texashike354
Bonnie Wenk Nature Trail,https://www.alltrails.com/trail/us/texas/bonnie-wenk-nature-trail?ref=result-card,1,4.0,Bonnie Wenk Park,2,4.5,95.0,0,1,0,33.19822,-96.66125,1,1,0,0,0,1,0,0,0,1,Texashike355
Creek Trail to Mountain Road Loop,https://www.alltrails.com/trail/us/texas/creek-trail-to-mountain-road-loop?ref=result-card,1,4.5,Balcones Canyonlands National Wildlife Refuge,1,0.7,62.0,1,0,0,30.62082,-98.07462,0,1,0,1,0,0,1,0,0,1,Texashike356
Carrollton Nob Hill Greenbelt: Blue Trail,https://www.alltrails.com/trail/us/texas/carrollton-greenbelt-trail?ref=result-card,1,4.0,Ray Roberts Lake State Park,3,6.8,98.0,0,1,0,32.98889,-96.90122,1,1,0,0,0,0,1,0,0,1,Texashike357
Fence Line Trail,https://www.alltrails.com/trail/us/texas/fence-line-trail?ref=result-card,1,4.5,"Nolanville, Texas",0,3.29,197,1,0,0,31.0319,-97.60856,0,1,0,0,0,1,0,0,0,0,Texashike358
North Ridge and Hospital Canyon Loop Trail,https://www.alltrails.com/trail/us/texas/north-ridge-and-hospital-canyon-loop-trail?ref=result-card,2,4.5,Fort Davis National Historic Site,1,2.17,348,1,0,0,30.59647,-103.8914,1,0,0,0,0,0,0,0,0,0,Texashike359
El Camino and Rio Medina Loop Trail ,https://www.alltrails.com/trail/us/texas/el-camino-and-rio-medina-loop-trail?ref=result-card,1,4.5,Medina River Natural Area,2,2.0,85.0,1,0,0,29.26404,-98.57853,0,1,0,0,1,0,1,1,0,1,Texashike360
Thunder Road to Lone Wolf Loop,https://www.alltrails.com/trail/us/texas/thunder-road-to-lone-wolf-loop?ref=result-card,2,4.5,Marion Sansom Park,0,5.5,656.0,1,0,0,32.79611,-97.41282,1,1,0,0,0,1,0,0,0,1,Texashike361
Valburn to Bull Creek Loop,https://www.alltrails.com/trail/us/texas/valburn-to-bull-creek-transition?ref=result-card,2,4.5,Bull Creek District Park,1,1.6,170.0,1,0,0,30.37331,-97.7802,1,0,0,1,0,0,0,0,0,0,Texashike362
Chisholm Trail Greenbelt,https://www.alltrails.com/trail/us/texas/chisholm-trail-greenbelt?ref=result-card,1,4.0,"Plano, Texas",2,10.7,219.0,0,1,0,33.01963,-96.71152,1,1,0,0,1,0,0,0,0,0,Texashike363
Copperfield Nature Trail,https://www.alltrails.com/trail/us/texas/copperfield-nature-trail?ref=result-card,1,4.5,"Austin, Texas",2,3.5,187.0,0,1,0,30.38759,-97.65412,1,1,0,0,1,0,1,0,0,1,Texashike364
Rojo Grande Trail to Sunflower Trail to Juniper Trail,https://www.alltrails.com/trail/us/texas/rojo-grande-trail-to-sunflower-trail-to-juniper-trail?ref=result-card,2,4.5,Palo Duro Canyon State Park,2,5.7,288.0,0,1,0,34.95118,-101.66771,1,0,0,0,1,0,1,0,0,1,Texashike365
Granger Lake Trail,https://www.alltrails.com/trail/us/texas/granger-lake-trail?ref=result-card,2,4.0,Taylor Park,2,7.8,387.0,0,1,0,30.67127,-97.36775,1,1,0,0,1,1,0,0,0,0,Texashike366
Cedar Flats Trail,https://www.alltrails.com/trail/us/texas/cedar-flats-trail?ref=result-card,1,4.5,Eisenhower Park,3,1.9,170.0,0,1,0,29.62203,-98.57345,1,1,0,0,0,0,0,0,0,0,Texashike367
Rocky Ledges Trail,https://www.alltrails.com/trail/us/texas/rocky-ledges-trail?ref=result-card,2,4.5,Copper Breaks State Park,1,1.5,85.0,1,0,0,34.10735,-99.74646,1,1,0,0,0,1,0,0,0,0,Texashike368
Prairie Branch Loop Trail,https://www.alltrails.com/trail/us/texas/prairie-branch-loop-trail?ref=result-card,1,4.5,Huntsville State Park,2,3.3,150.0,1,0,0,30.62619,-95.52707,1,1,0,0,0,1,1,1,0,1,Texashike369
Stone Oak South and North Trail,https://www.alltrails.com/trail/us/texas/stone-oak-south-and-north-trail?ref=result-card,2,4.0,Stone Oak Park,3,3.2,144.0,1,0,0,29.63893,-98.46825,1,1,0,0,0,0,1,1,0,1,Texashike370
Oak Cliff Nature Preserve Loop,https://www.alltrails.com/trail/us/texas/oak-cliff-nature-preserve-loop?ref=result-card,2,4.0,"Dallas, Texas",0,2.1,101.0,1,0,0,32.71423,-96.86548,1,0,0,0,0,0,0,0,0,1,Texashike371
Caddo Lake State Park Canoe Trails,https://www.alltrails.com/trail/us/texas/caddo-lake-state-park-canoe-trails?ref=result-card,1,4.5,Caddo Lake State Park,2,1.6,219.0,1,0,0,32.69167,-94.17972,1,1,0,0,1,1,1,1,0,0,Texashike372
Rock Shelter Trail,https://www.alltrails.com/trail/us/texas/rock-shelter-trail?ref=result-card,1,4.0,McKinney Falls State Park,1,0.7,55.0,0,1,0,30.18387,-97.72578,1,1,0,0,0,0,1,0,0,0,Texashike373
Bob Woodruff Trail,https://www.alltrails.com/trail/us/texas/bob-woodruff-trail?ref=result-card,1,4.0,Oak Point Park and Nature Preserve,1,3.8,65.0,1,0,0,33.04025,-96.6596,1,1,0,0,0,0,0,0,0,1,Texashike374
Salado Greenway via Lady Bird Johnson Park,https://www.alltrails.com/trail/us/texas/salado-greenway-via-lady-bird-johnson-park?ref=result-card,1,4.5,Lady Bird Johnson Park,2,8.6,183.0,0,1,0,29.53211,-98.42687,1,1,0,0,1,0,0,0,0,0,Texashike375
Spring Creek Trail Greenway Trail: Dennis Johnston to I-45,https://www.alltrails.com/trail/us/texas/spring-creek-trail-greenway-trail-dennis-johnston-to-i-45?ref=result-card,1,4.5,"Spring, Texas",0,6.3,150.0,0,1,0,30.09086,-95.41025,1,1,0,0,1,0,0,1,0,1,Texashike376
Leon Creek Greenway Trail: Fox Park to TX 16,https://www.alltrails.com/trail/us/texas/leon-creek-greenway-trail-fox-park-to-tx-16?ref=result-card,1,4.0,Leon Creek Greenway Park,3,5.5,82.0,0,0,1,29.57191,-98.61796,1,1,0,0,0,0,1,0,0,0,Texashike377
Windmill Hill Preserve Trail,https://www.alltrails.com/trail/us/texas/windmill-hill-preserve-trail?ref=result-card,2,4.0,Windmill Hill Preserve Trail,2,1.6,101.0,1,0,0,32.61703,-96.90765,1,0,0,0,0,0,1,1,0,1,Texashike378
Sam Nail Ranch Trail,https://www.alltrails.com/trail/us/texas/sam-nail-ranch-trail?ref=result-card,1,3.5,Big Bend National Park,1,0.3,29.0,1,0,0,29.2793,-103.36866,0,1,0,0,1,0,1,0,0,1,Texashike379
Post Oak Trail,https://www.alltrails.com/trail/us/texas/post-oak-trail?ref=result-card,1,4.5,"Seagoville, Texas",1,1.5,45.0,1,0,0,32.64111,-96.56879,1,1,0,0,0,0,1,0,0,1,Texashike380
Mission Tejas State Park Trail,https://www.alltrails.com/trail/us/texas/mission-tejas-state-park-trail?ref=result-card,2,4.5,Mission Tejas State Park,2,1.2,170.0,1,0,0,31.54831,-95.23724,1,1,1,0,0,0,1,1,0,0,Texashike381
Walnut Creek Trail in Balcones Community Park,https://www.alltrails.com/trail/us/texas/walnut-creek-trail-in-balcones-community-park?ref=result-card,1,4.0,Balcones Community Park,2,1.3,98,1,0,0,30.41291,-97.72019,1,1,0,0,0,0,1,1,0,1,Texashike382
Oak Spring Trail,https://www.alltrails.com/trail/us/texas/oak-spring-trail?ref=result-card,2,4.0,Big Bend National Park,2,4.3,1272.0,0,1,0,29.28289,-103.35014,0,1,0,0,0,0,1,1,0,1,Texashike383
Possumhaw Trail,https://www.alltrails.com/trail/us/texas/possumhaw-trail--2?ref=result-card,2,4.5,Cedar Ridge Preserve,2,0.8,85.0,1,0,0,32.63869,-96.9586,1,0,0,0,0,0,0,1,0,1,Texashike384
Whispering Pines Nature Trail,https://www.alltrails.com/trail/us/texas/whispering-pines-nature-trail?ref=result-card,1,4.5,Tyler State Park,1,1.3,121.0,1,0,0,32.48213,-95.2839,0,1,0,1,0,0,0,0,0,0,Texashike385
Paluxy River to Black-Capped Vireo Loop,https://www.alltrails.com/trail/us/texas/paluxy-river-to-black-capped-vireo-loop?ref=result-card,2,4.5,Dinosaur Valley State Park,2,4.1,390.0,1,0,0,32.25285,-97.81807,0,0,1,0,1,0,0,1,0,1,Texashike386
Jim Hogg and San Gabriel River Trail,https://www.alltrails.com/trail/us/texas/jim-hogg-trail-to-san-gabriel-river-trail?ref=result-card,1,4.5,Jim Hogg Park,2,14.1,790.0,0,1,0,30.687,-97.74781,1,1,0,0,0,1,1,1,0,1,Texashike387
Jesse H. Jones Park and Nature Center Trail,https://www.alltrails.com/trail/us/texas/jesse-h-jones-park-and-nature-center-trail?ref=result-card,1,4.0,Jesse Jones County Park,2,1.6,32.0,1,0,0,30.02695,-95.29834,1,1,0,0,1,0,1,1,0,0,Texashike388
Riverplace Nature Trail [CLOSED],https://www.alltrails.com/trail/us/texas/riverplace-nature-trail?ref=result-card,3,4.5,Nature Preserve at River Place,3,5.5,823.0,0,1,0,30.35581,-97.86467,1,0,0,1,0,0,1,1,0,1,Texashike389
Purple Coneflower Trail: Lawson Park to Wilkerson Park,https://www.alltrails.com/trail/us/texas/purple-coneflower-trail-lawson-park-to-wilkerson-park?ref=result-card,1,4.0,Stone Creek Park,2,2.5,29.0,0,1,0,33.02346,-97.04502,1,1,0,0,1,0,1,0,0,0,Texashike390
Violet Crown Trail and Barton Creek Greenbelt Trail Loop,https://www.alltrails.com/trail/us/texas/violet-crown-trail-and-barton-creek-greenbelt-trail-loop?ref=result-card,2,4.5,Barton Creek Greenbelt,1,8.5,774.0,1,0,0,30.24391,-97.80046,0,0,0,0,1,0,0,0,0,0,Texashike391
Mesa De Anguila Trail,https://www.alltrails.com/trail/us/texas/mesa-de-anguila-trail?ref=result-card,3,4.5,Big Bend National Park,1,5.7,944.0,1,0,0,29.2586,-103.76744,0,0,0,0,0,0,1,0,1,1,Texashike392
"Lighthouse Trail via Givens, Spicer, and Lowry Trail",https://www.alltrails.com/trail/us/texas/lighthouse-trail-via-givens-spicer-and-lowry-trail?ref=result-card,2,4.5,Palo Duro Canyon State Park,2,8.0,610.0,0,1,0,34.96577,-101.67278,0,0,0,0,0,0,1,0,0,1,Texashike393
"Old Baldy, Foshee, Bridges, and Crystal Cave Trails Loop",https://www.alltrails.com/trail/us/texas/old-baldy-foshee-bridges-and-crystal-cave-trails-loop?ref=result-card,2,4.5,Garner State Park,2,3.5,1181.0,1,0,0,29.57998,-99.73384,1,0,0,0,1,0,0,0,0,0,Texashike394
Bluff Spurs Trail,https://www.alltrails.com/trail/us/texas/bluff-spurs-trail?ref=result-card,2,4.0,Government Canyon State Natural Area,2,4.0,262.0,1,0,0,29.54936,-98.7646,0,1,0,0,0,0,0,1,0,0,Texashike395
GSL to Little Fox Canyon,https://www.alltrails.com/trail/us/texas/gsl-to-little-fox-canyon?ref=result-card,2,4.0,Palo Duro Canyon State Park,2,6.9,393.0,0,1,0,34.96579,-101.67277,0,0,0,0,0,0,1,0,0,1,Texashike396
Sansom Trail,https://www.alltrails.com/trail/us/texas/sansom-trail?ref=result-card,2,4.5,Marion Sansom Park,0,2.1,275.0,0,1,0,32.79566,-97.41333,1,1,0,0,0,1,0,0,0,0,Texashike397
Muleshoe Bend Trail,https://www.alltrails.com/trail/us/texas/muleshoe?ref=result-card,1,4.0,"Spicewood, Texas",0,5.4,370.0,1,0,0,30.48688,-98.09855,1,1,0,0,0,0,0,1,0,0,Texashike398
San Antonio Botanical Gardens Trail,https://www.alltrails.com/trail/us/texas/san-antonio-botanical-gardens-trail?ref=result-card,1,4.5,San Antonio Botanical Center,2,1.8,75.0,1,0,0,29.45739,-98.45984,1,1,0,0,0,0,1,0,0,1,Texashike399
Dry Comal Creek,https://www.alltrails.com/trail/us/texas/dry-comal-creek?ref=result-card,1,4.0,"New Braunfels, Texas",2,1.4,36.0,1,0,0,29.6896,-98.15434,1,1,0,0,0,0,0,0,0,1,Texashike400
Big Walnut Creek Loop,https://www.alltrails.com/trail/us/texas/big-walnut-creek-loop?ref=result-card,1,4.5,Walnut Creek Metropolitan Park,2,1.8,95.0,1,0,0,30.40042,-97.68423,1,1,0,0,0,0,0,0,0,0,Texashike401
Tyler State Park Loop B Trail,https://www.alltrails.com/trail/us/texas/tyler-park-loop-b?ref=result-card,1,4.5,Tyler State Park,2,3.3,360.0,1,0,0,32.47115,-95.30026,1,1,0,0,0,0,1,0,0,0,Texashike402
Russell Park to Walnut Spring Park,https://www.alltrails.com/trail/us/texas/russell-park-to-walnut-spring-park?ref=result-card,1,4.5,Russell Park,2,2.1,203.0,0,1,0,30.6778,-97.76074,1,1,0,0,0,1,0,1,0,1,Texashike403
Capitol Peak,https://www.alltrails.com/trail/us/texas/capitol-peak?ref=result-card,1,4.5,Palo Duro Canyon State Park,2,3.2,180.0,1,0,0,34.95096,-101.66787,0,0,0,0,0,0,0,0,0,0,Texashike404
Chain Trail,https://www.alltrails.com/trail/us/texas/chain-trail?ref=result-card,2,4.5,Hueco Tanks State Historical Park,2,1.9,183.0,1,0,0,31.92493,-106.0417,0,0,1,0,0,0,0,0,0,1,Texashike405
Santa Fe Trail,https://www.alltrails.com/trail/us/texas/santa-fe-trail--2?ref=result-card,1,4.5,"Dallas, Texas",2,4.2,108.0,0,0,1,32.8146,-96.72735,1,1,0,0,0,0,0,0,0,0,Texashike406
Mueller Park Trail,https://www.alltrails.com/trail/us/texas/mueller-park-trail?ref=result-card,1,4.5,Mueller Southeast Greenway,3,2.6,78.0,1,0,0,30.28989,-97.69892,1,1,0,1,0,0,1,0,0,0,Texashike407
West Fork Trail to Lone Star Hiking Trail Loop,https://www.alltrails.com/trail/us/texas/west-fork-trail-to-lone-star-hiking-trail-loop?ref=result-card,2,4.5,Little Lake Creek Wilderness,0,5.7,367.0,1,0,0,30.51079,-95.75679,1,0,0,0,0,0,0,1,0,1,Texashike408
Talleyran Park Trail,https://www.alltrails.com/trail/us/texas/talleyran-park-trail?ref=result-card,2,4.0,Northwest Balcones Park,1,1.2,131.0,1,0,0,30.42605,-97.80153,1,1,0,0,1,0,0,1,0,0,Texashike409
Lost Maples East and West Canyon ,https://www.alltrails.com/trail/us/texas/lost-maples-east-and-west-canyon?ref=result-card,2,5.0,Lost Maples State Park,3,11.3,1272.0,0,1,0,29.81675,-99.5709,0,0,1,0,1,0,1,1,0,1,Texashike410
Mayfield Park Lake Trail ,https://www.alltrails.com/trail/us/texas/mayfield-park-lake-trail?ref=result-card,1,4.0,Mayfield Park,2,0.3,26.0,1,0,0,30.31278,-97.77172,0,1,0,0,1,1,0,1,0,1,Texashike411
Booty Road Park Trail,https://www.alltrails.com/trail/us/texas/booty-road-park-trail?ref=result-card,1,4.5,Bootys Road Park,2,2.4,45.0,0,1,0,30.66277,-97.70664,0,1,0,0,0,0,0,0,0,1,Texashike412
Dana Peak Loop,https://www.alltrails.com/trail/us/texas/dana-peak-loop?ref=result-card,1,4.5,"Harker Heights, Texas",0,0.6,127.0,1,0,0,31.03184,-97.60844,0,0,0,0,0,0,0,1,0,0,Texashike413
Saldo Creek Trail,https://www.alltrails.com/trail/us/texas/saldo-creek-trail?ref=result-card,2,4.5,"San Antonio, Texas",0,3.4,62.0,0,1,0,29.6014,-98.54042,0,0,0,0,1,0,0,1,0,0,Texashike414
Bluebonnet Trail,https://www.alltrails.com/trail/us/texas/bluebonnet-trail?ref=result-card,1,3.5,Jack Carter Park,2,6.3,147.0,0,0,1,33.06094,-96.69802,1,1,0,0,1,0,1,0,0,1,Texashike415
Mercer Arboretum and Botanic Gardens Trail,https://www.alltrails.com/trail/us/texas/mercer-arboretum-and-botanic-gardens-trail?ref=result-card,1,4.0,Mercer Paril Park,1,1.2,13.0,1,0,0,30.03829,-95.38127,1,1,0,0,1,0,1,1,0,1,Texashike416
Caprock Canyon Trailway,https://www.alltrails.com/trail/us/texas/caprock-canyon-trailway?ref=result-card,2,3.5,"Estelline, Texas",2,64.1,2349.0,0,0,1,34.55747,-100.4402,1,1,0,0,1,0,1,1,1,1,Texashike417
Flint Rock Loop,https://www.alltrails.com/trail/us/texas/flint-rock-loop?ref=result-card,1,4.0,McKinney Falls State Park,2,2.5,147.0,1,0,0,30.19456,-97.71701,1,1,0,0,0,0,1,1,1,1,Texashike418
Comanche Lookout Loop,https://www.alltrails.com/trail/us/texas/comanche-lookout-loop--2?ref=result-card,2,4.0,Comanche Lookout Park,0,1.1,98.0,1,0,0,29.58278,-98.36691,0,1,0,0,0,0,0,0,0,1,Texashike419
Williams Lake Loop,https://www.alltrails.com/trail/us/texas/williams-lake-loop?ref=result-card,1,4.0,"Longview, Texas",2,6.4,305.0,1,0,0,32.53985,-94.71816,1,1,0,0,0,1,1,0,0,0,Texashike420
Dick Nichols Park Trail,https://www.alltrails.com/trail/us/texas/dick-nichols-park-trail?ref=result-card,1,4.0,Circle C Ranch Metro Park on Slaughter Creek,2,1.1,29.0,1,0,0,30.21388,-97.86345,1,1,0,1,1,0,1,1,0,1,Texashike421
Bear Creek Trail via Parr Park,https://www.alltrails.com/trail/us/texas/bear-creek-trail-via-parr-park?ref=result-card,1,4.0,Parr Park,1,4.1,56,1,0,0,32.90588,-97.11578,1,1,0,0,0,0,0,0,0,0,Texashike422
Wilderness and Wildlife Trails,https://www.alltrails.com/trail/us/texas/wilderness-and-wildlife-trails?ref=result-card,1,4.0,Brackenridge Park,2,1.0,16.0,1,0,0,29.45541,-98.47295,1,1,0,0,1,0,0,1,0,1,Texashike423
Missions San Jose-San Juan,https://www.alltrails.com/trail/us/texas/missions-san-jose-san-juan?ref=result-card,1,4.5,San Antonio Missions National Historic Park,0,6.5,190.0,0,1,0,29.36052,-98.47975,1,1,0,0,0,0,0,0,0,0,Texashike424
Sparta Mountain and Belton Lake,https://www.alltrails.com/trail/us/texas/sparta-mountain-and-belton-lake?ref=result-card,2,3.5,Belton Lake Outdoor Recreation Area,1,7.5,377.0,1,0,0,31.14117,-97.56612,1,0,0,0,0,1,0,1,0,0,Texashike425
Quail Trail via Blue Jay Trail,https://www.alltrails.com/trail/us/texas/quail-trail-via-blue-jay-trail?ref=result-card,1,4.5,Terry Hershey Park,2,11.5,262.0,0,1,0,29.78365,-95.62328,1,1,0,0,1,0,1,0,0,0,Texashike426
Cullinan Park Trail,https://www.alltrails.com/trail/us/texas/cullinan-park-trail?ref=result-card,1,4.0,Cullinan Park,1,2.9,29.0,1,0,0,29.63562,-95.66025,1,1,0,0,0,0,0,0,0,1,Texashike427
Hidden Falls OHV Loop,https://www.alltrails.com/trail/us/texas/hidden-falls?ref=result-card,2,4.5,Hidden Falls Adventure Park,2,12.0,928.0,1,0,0,30.6069,-98.15333,0,0,0,0,0,0,0,0,0,0,Texashike428
The Tejas Trail,https://www.alltrails.com/trail/us/texas/the-tejas-trail?ref=result-card,3,4.5,Guadalupe Mountains National Park,1,11.2,2854.0,0,0,1,31.89658,-104.82809,0,0,1,0,0,0,0,0,1,0,Texashike429
Mercer Arboretum Loop,https://www.alltrails.com/trail/us/texas/mercer-botanical-loop?ref=result-card,1,4.5,Mercer Arboretum and Botanical Gardens,2,2.4,32.0,1,0,0,30.03811,-95.38304,1,1,0,0,1,1,0,1,0,1,Texashike430
Cottonwood Brazos River Loop Trail,https://www.alltrails.com/trail/us/texas/cottonwood-brazos-river-loop-trail?ref=result-card,1,4.0,Stephen F. Austin State Park,1,2.9,52.0,1,0,0,29.82119,-96.11375,1,1,0,0,1,0,1,0,0,1,Texashike431
Hale Bopp and Highlander Loop,https://www.alltrails.com/trail/us/texas/hale-bopp-and-highlander-loop?ref=result-card,1,4.5,Cameron Park,2,1.7,249.0,1,0,0,31.58762,-97.16642,0,0,0,0,0,0,0,0,0,1,Texashike432
Lake Woodlands Trail,https://www.alltrails.com/trail/us/texas/lake-woodlands?ref=result-card,1,4.5,"Spring, Texas",2,4.4,65.0,1,0,0,30.16909,-95.4763,1,1,0,0,0,1,0,0,0,1,Texashike433
Juniper Barrens Loop,https://www.alltrails.com/trail/us/texas/juniper-barrens-loop?ref=result-card,1,4.5,Friedrich Wilderness Park,3,1.6,98.0,1,0,0,29.64101,-98.62567,0,1,0,0,0,0,0,1,0,1,Texashike434
Oyster Creek Trail,https://www.alltrails.com/trail/us/texas/oyster-creek-trail?ref=result-card,1,4.5,"Sugar Land, Texas",2,4.5,85.0,0,1,0,29.5878,-95.59218,1,1,0,0,1,0,0,0,0,0,Texashike435
Fitness Loop,https://www.alltrails.com/trail/us/texas/fitness-loop?ref=result-card,1,4.5,George Mitchell Preserve,2,1.7,26.0,1,0,0,30.16265,-95.51801,1,1,0,0,0,0,0,1,0,0,Texashike436
